# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd114
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.98381e-09 2081.18 1102.48
1.98953e-09 2082.74 1100.94
1.99526e-09 2076.24 1099.22
2.00101e-09 2078.17 1098.02
2.00678e-09 2075.19 1095.74
2.01257e-09 2072.38 1094.7
2.01837e-09 2065.14 1093.04
2.02418e-09 2064.84 1091.3
2.03002e-09 2058.67 1089.86
2.03587e-09 2050.59 1088.1
2.04174e-09 2058.68 1086.71
2.04762e-09 2050.34 1085.07
2.05353e-09 2055.3 1083.62
2.05944e-09 2044.82 1082.24
2.06538e-09 2036.24 1080.34
2.07133e-09 2048.13 1079.06
2.0773e-09 2036.5 1077.51
2.08329e-09 2035.89 1075.84
2.0893e-09 2027.96 1074.6
2.09532e-09 2019.79 1072.82
2.10136e-09 2025.15 1071.2
2.10741e-09 2021.13 1069.68
2.11349e-09 2015.49 1067.85
2.11958e-09 2018.46 1066.71
2.12569e-09 2015.33 1064.93
2.13182e-09 2013.04 1063.66
2.13796e-09 2007.51 1062.16
2.14412e-09 2003.38 1060.68
2.1503e-09 2006.24 1058.92
2.1565e-09 2005.55 1057.58
2.16272e-09 2002.52 1055.67
2.16895e-09 1995.34 1054.25
2.1752e-09 1989.72 1052.93
2.18147e-09 1986.46 1051.54
2.18776e-09 1985.64 1049.73
2.19407e-09 1982.56 1048.36
2.20039e-09 1974.36 1046.95
2.20673e-09 1973.9 1045.39
2.21309e-09 1976.13 1043.95
2.21947e-09 1967.05 1042.07
2.22587e-09 1966.23 1040.76
2.23229e-09 1965.77 1039.47
2.23872e-09 1956.24 1038.01
2.24517e-09 1955.22 1036.55
2.25165e-09 1947.14 1034.63
2.25814e-09 1949.43 1033.48
2.26464e-09 1944.74 1031.83
2.27117e-09 1941.78 1030.55
2.27772e-09 1945.65 1029.06
2.28428e-09 1935.54 1027.46
2.29087e-09 1936.91 1025.81
2.29747e-09 1939.94 1024.64
2.30409e-09 1931.64 1023.09
2.31073e-09 1926.54 1021.69
2.31739e-09 1924.86 1019.8
2.32407e-09 1922.09 1018.79
2.33077e-09 1922.85 1017.19
2.33749e-09 1911.04 1015.58
2.34423e-09 1915.26 1014.22
2.35099e-09 1911.52 1012.68
2.35776e-09 1904.85 1011.42
