 Direct beam 1:  4454
 Reflect beam 1:  4566
 Instrument background 1:  
 Theta 1: san
 Direct beam 2:  4570
 Reflect beam 2:  4567
 Instrument background 2:  
 Theta 2: san
 Direct beam 3:  4572
 Reflect beam 3:  4569
 Instrument background 3:  
 Theta 3: san
 Water:  
 Foreground 1:        5
 Foreground 2:        9
 Foreground 3:        9
 Background Low 1 - Offset :        5
 Background Low 1 - Width  :        9
 Background Low 2 - Offset :        5
 Background Low 2 - Width  :        5
 Background Low 3 - Offset :        5
 Background Low 3 - Width  :        5
 Background High 1 - Offset :        5
 Background High 1 - Width  :        9
 Background High 2 - Offset :        5
 Background High 2 - Width  :        5
 Background High 3 - Offset :        5
 Background High 3 - Width  :        5
 Lambda Range 1:       3.00000-      25.0000
 Lambda Range 2:       2.20000-      25.0000
 Lambda Range 3:       2.20000-      25.0000
 Useful Pixel Range 1:           30-         255
 Useful Pixel Range 2:           30-         255
 Useful Pixel Range 3:           30-         255
 Search Pixel Range 1:          160-         254
 Search Pixel Range 2:          160-         254
 Search Pixel Range 3:          160-         254
 Search Time Range 1:            0-         999
 Search Time Range 2:            0-         999
 Search Time Range 3:            0-         999

	q	   refl		refl err	q res
    0.0393197    0.00133019   0.000127802   0.000525362
    0.0393986    0.00153752   0.000138778   0.000526500
    0.0394402    0.00137192   9.84932e-05   0.000570902
    0.0394777    0.00131365   0.000124388   0.000527644
    0.0395317   0.000871604   0.000166486   0.000673314
    0.0395572    0.00160538   0.000150856   0.000528792
    0.0395995    0.00147123   0.000102494   0.000573573
    0.0396370    0.00141721   0.000126389   0.000529945
    0.0397171    0.00151058   0.000135724   0.000531103
    0.0397600    0.00131795   9.54558e-05   0.000576270
    0.0397976    0.00158835   0.000139640   0.000532266
    0.0398539    0.00193300   0.000246864   0.000680417
    0.0398783    0.00151264   0.000133920   0.000533434
    0.0399218    0.00162908   0.000105534   0.000578991
    0.0399594    0.00152840   0.000127613   0.000534608
    0.0400409    0.00147864   0.000129283   0.000535786
    0.0400849    0.00169306   0.000109230   0.000581738
    0.0401226    0.00141443   0.000123261   0.000536970
    0.0401814    0.00100554   0.000179445   0.000687666
    0.0402047    0.00161933   0.000139452   0.000538159
    0.0402494    0.00155586   0.000102792   0.000584511
    0.0402872    0.00161087   0.000137681   0.000539353
    0.0403700    0.00142286   0.000120699   0.000540553
    0.0404153    0.00142047   9.80132e-05   0.000587310
    0.0404531    0.00136304   0.000115473   0.000541758
    0.0405142    0.00174251   0.000236391   0.000695065
    0.0405365    0.00141468   0.000123012   0.000542968
    0.0405825    0.00140121   9.61099e-05   0.000590136
    0.0406203    0.00131829   0.000112563   0.000544184
    0.0407045    0.00119831   0.000104263   0.000545405
    0.0407511    0.00126199   8.89305e-05   0.000592989
    0.0407890    0.00118220   0.000104359   0.000546631
    0.0408527   0.000837586   0.000164742   0.000702618
    0.0408738    0.00103678   9.60506e-05   0.000547863
    0.0409211    0.00122508   8.69393e-05   0.000595868
    0.0409590    0.00117382   0.000105778   0.000549101
    0.0410446   0.000997711   9.23383e-05   0.000550344
    0.0410925   0.000904343   7.42867e-05   0.000598776
    0.0411305   0.000910239   8.64236e-05   0.000551593
    0.0411969   0.000984452   0.000176900   0.000710329
    0.0412168    0.00110182   0.000102122   0.000552847
    0.0412654   0.000833688   7.09831e-05   0.000601712
    0.0413035   0.000888879   8.38576e-05   0.000554107
    0.0413905   0.000546138   6.50760e-05   0.000555373
    0.0414397   0.000604181   5.97065e-05   0.000604676
    0.0414778   0.000585440   6.65111e-05   0.000556645
    0.0415469   0.000898703   0.000170310   0.000718204
    0.0415656   0.000573644   6.20061e-05   0.000557923
    0.0416155   0.000526115   5.52500e-05   0.000607670
    0.0416537   0.000599381   6.64318e-05   0.000559206
    0.0417422   0.000395183   5.20467e-05   0.000560495
    0.0417929   0.000400723   4.90784e-05   0.000610692
    0.0418311   0.000384923   5.34347e-05   0.000561790
    0.0419029   0.000285274   9.51050e-05   0.000726248
    0.0419203   0.000392772   5.38178e-05   0.000563092
    0.0419717   0.000388262   4.63071e-05   0.000613745
    0.0420100   0.000328488   4.70189e-05   0.000564399
    0.0421000   0.000348817   4.76204e-05   0.000565712
    0.0421521   0.000277913   4.00692e-05   0.000616827
    0.0421904   0.000223980   3.88170e-05   0.000567031
    0.0422650   0.000514063   0.000128549   0.000734466
    0.0422812   0.000255121   4.09591e-05   0.000568357
    0.0423340   0.000217665   3.45303e-05   0.000619941
    0.0423723   0.000222238   4.01998e-05   0.000569689
    0.0424639   0.000202901   3.75182e-05   0.000571027
    0.0425175   0.000252847   3.69700e-05   0.000623085
    0.0425559   0.000186008   3.67599e-05   0.000572371
    0.0426335   0.000259288   9.55044e-05   0.000742864
    0.0426483   0.000232946   3.85921e-05   0.000573721
    0.0427026   0.000327906   4.14747e-05   0.000626261
    0.0427410   0.000219924   3.65994e-05   0.000575078
    0.0428342   0.000201579   3.48265e-05   0.000576441
    0.0428893   0.000287450   3.95441e-05   0.000629469
    0.0429278   0.000282846   4.15138e-05   0.000577811
    0.0430085   0.000413279   0.000114647   0.000751447
    0.0430218   0.000272664   4.19295e-05   0.000579187
    0.0430777   0.000373664   4.36457e-05   0.000632710
    0.0431162   0.000377026   4.73281e-05   0.000580570
    0.0432110   0.000376380   4.85899e-05   0.000581960
    0.0432677   0.000448799   4.75101e-05   0.000635984
    0.0433063   0.000364976   4.71505e-05   0.000583356
    0.0433901   0.000184501   7.90872e-05   0.000760221
    0.0434019   0.000424433   4.97638e-05   0.000584758
    0.0434594   0.000475428   4.92232e-05   0.000639291
    0.0434980   0.000523716   5.66213e-05   0.000586168
    0.0435945   0.000547782   5.86398e-05   0.000587584
    0.0436528   0.000675552   5.68476e-05   0.000642633
    0.0436915   0.000637370   6.09886e-05   0.000589007
    0.0437785   0.000563642   0.000137238   0.000769193
    0.0437888   0.000705351   6.64384e-05   0.000590437
    0.0438479   0.000701766   5.79846e-05   0.000646009
    0.0438866   0.000740785   6.98317e-05   0.000591874
    0.0439849   0.000752549   6.76046e-05   0.000593318
    0.0440448   0.000752109   6.00238e-05   0.000649420
    0.0440836   0.000828809   7.29104e-05   0.000594769
    0.0441740   0.000420400   0.000116623   0.000778369
    0.0441827   0.000829123   7.07444e-05   0.000596227
    0.0442435   0.000935860   6.64312e-05   0.000652866
    0.0442823   0.000803281   6.83368e-05   0.000597692
    0.0443823   0.000885979   7.10419e-05   0.000599164
    0.0444439   0.000937769   6.59258e-05   0.000656349
    0.0444828   0.000902345   7.34916e-05   0.000600644
    0.0445767   0.000886227   0.000170630   0.000787756
    0.0445837    0.00101603   7.77665e-05   0.000602131
    0.0446462   0.000821613   6.12788e-05   0.000659869
    0.0446851   0.000916122   7.13492e-05   0.000603625
    0.0447870   0.000969983   7.51316e-05   0.000605127
    0.0448504   0.000961017   6.52727e-05   0.000663426
    0.0448893   0.000982969   7.76173e-05   0.000606636
    0.0449867   0.000781940   0.000161596   0.000797361
    0.0449921   0.000928172   7.30983e-05   0.000608152
    0.0450564   0.000895774   6.26563e-05   0.000667021
    0.0450954    0.00104972   8.00652e-05   0.000609676
    0.0451991   0.000888354   7.09644e-05   0.000611208
    0.0452643   0.000834484   6.01404e-05   0.000670654
    0.0453033   0.000859563   6.69521e-05   0.000612748
    0.0454044   0.000706014   0.000154119   0.000807192
    0.0454080   0.000930387   7.10245e-05   0.000614295
    0.0454742   0.000798819   5.77097e-05   0.000674327
    0.0455132   0.000768537   5.93802e-05   0.000615850
    0.0456189   0.000771426   6.32197e-05   0.000617413
    0.0456860   0.000698324   5.41064e-05   0.000678039
    0.0457250   0.000692062   5.78723e-05   0.000618984
    0.0458300   0.000350996   0.000111633   0.000817255
    0.0458317   0.000711545   6.00972e-05   0.000620562
    0.0458997   0.000536567   4.73935e-05   0.000681792
    0.0459388   0.000597501   5.29192e-05   0.000622149
    0.0460465   0.000556399   5.12681e-05   0.000623744
    0.0461155   0.000484163   4.42885e-05   0.000685586
    0.0461547   0.000534668   4.94952e-05   0.000625347
    0.0462634   0.000501611   4.71930e-05   0.000626958
    0.0462635   0.000398091   0.000117741   0.000827560
    0.0463334   0.000373464   3.87123e-05   0.000689422
    0.0463725   0.000383668   4.04882e-05   0.000628578
    0.0464822   0.000303018   3.61444e-05   0.000630206
    0.0465533   0.000343252   3.69332e-05   0.000693300
    0.0465925   0.000302481   3.52938e-05   0.000631842
    0.0467032   0.000286296   3.36357e-05   0.000633487
    0.0467054   0.000465136   0.000129621   0.000838114
    0.0467753   0.000252332   3.09460e-05   0.000697221
    0.0468145   0.000244213   3.30493e-05   0.000635141
    0.0469263   0.000186747   2.64448e-05   0.000636803
    0.0469994   0.000164728   2.46180e-05   0.000701186
    0.0470387   0.000220474   2.89429e-05   0.000638473
    0.0471515   0.000144884   2.33747e-05   0.000640153
    0.0471558   0.000176318   7.88590e-05   0.000848927
    0.0472257   0.000210432   2.81770e-05   0.000705195
    0.0472650   0.000127675   2.28758e-05   0.000641841
    0.0473789   0.000134756   2.43761e-05   0.000643538
    0.0474542   0.000178300   2.55059e-05   0.000709250
    0.0474935   9.19212e-05   1.95659e-05   0.000645244
    0.0476085   0.000168712   2.53002e-05   0.000646960
    0.0476149   0.000407927   0.000123658   0.000860007
    0.0476848   0.000159758   2.57349e-05   0.000713351
    0.0477242   0.000177551   2.56985e-05   0.000648684
    0.0478404   0.000161840   2.38125e-05   0.000650417
    0.0479178   0.000185524   2.58004e-05   0.000717499
    0.0479571   0.000223558   2.79847e-05   0.000652160
    0.0480745   0.000218196   2.78437e-05   0.000653912
    0.0480831   0.000308606   0.000106252   0.000871364
    0.0481530   0.000327310   3.43981e-05   0.000721694
    0.0481924   0.000315518   3.35218e-05   0.000655673
    0.0483109   0.000305436   3.33513e-05   0.000657444
    0.0483906   0.000416424   3.79407e-05   0.000725938
    0.0484300   0.000396830   3.74171e-05   0.000659224
    0.0485496   0.000342780   3.36678e-05   0.000661014
    0.0485606   0.000304251   0.000108290   0.000883010
    0.0486305   0.000444326   3.94725e-05   0.000730232
    0.0486699   0.000332278   3.30418e-05   0.000662814
    0.0487908   0.000465082   3.83862e-05   0.000664624
    0.0488728   0.000519203   4.23858e-05   0.000734575
    0.0489122   0.000486884   3.93826e-05   0.000666443
    0.0490343   0.000491742   4.00337e-05   0.000668272
    0.0490476   0.000460201   0.000127666   0.000894953
    0.0491175   0.000534592   4.24574e-05   0.000738969
    0.0491570   0.000546937   4.27118e-05   0.000670112
    0.0492803   0.000562685   4.22194e-05   0.000671961
    0.0493647   0.000605000   4.49958e-05   0.000743415
    0.0494042   0.000561273   4.31159e-05   0.000673821
    0.0495287   0.000570628   4.22046e-05   0.000675690
    0.0495446   0.000822827   0.000173798   0.000907205
    0.0496144   0.000562452   4.28292e-05   0.000747914
    0.0496539   0.000648392   4.72342e-05   0.000677571
    0.0497797   0.000599788   4.41409e-05   0.000679461
    0.0498666   0.000532171   4.16050e-05   0.000752467
    0.0499061   0.000587262   4.31384e-05   0.000681362
    0.0500332   0.000595196   4.32756e-05   0.000683274
    0.0500517   0.000365369   0.000115561   0.000919778
    0.0501215   0.000464573   3.85109e-05   0.000757074
    0.0501609   0.000568661   4.10415e-05   0.000685197
    0.0502893   0.000461433   3.64060e-05   0.000687130
    0.0503789   0.000523437   4.11255e-05   0.000761737
    0.0504184   0.000542229   4.00282e-05   0.000689074
    0.0505481   0.000491718   3.73236e-05   0.000691029
    0.0505692   0.000257598   9.73755e-05   0.000932684
    0.0506390   0.000392532   3.48853e-05   0.000766457
    0.0506785   0.000393266   3.28398e-05   0.000692996
    0.0508095   0.000436141   3.54793e-05   0.000694973
    0.0509018   0.000364828   3.36116e-05   0.000771234
    0.0509412   0.000362015   3.13098e-05   0.000696962
    0.0510737   0.000297366   2.80916e-05   0.000698962
    0.0511673   0.000257806   2.79094e-05   0.000776071
    0.0512068   0.000275037   2.65551e-05   0.000700973
    0.0513406   0.000226664   2.35959e-05   0.000702996
    0.0514356   0.000182206   2.38489e-05   0.000780966
    0.0514751   0.000215769   2.36293e-05   0.000705031
    0.0516103   0.000191768   2.22254e-05   0.000707077
    0.0517067   0.000170675   2.28069e-05   0.000785923
    0.0517462   0.000118209   1.70800e-05   0.000709136
    0.0518829   0.000130647   1.71394e-05   0.000711206
    0.0519807   0.000142142   2.01456e-05   0.000790942
    0.0520202   0.000130169   1.84169e-05   0.000713288
    0.0521583   0.000109260   1.64338e-05   0.000715382
    0.0522577   9.77027e-05   1.69485e-05   0.000796024
    0.0522971   7.71492e-05   1.35517e-05   0.000717489
    0.0524367   0.000105934   1.61597e-05   0.000719608
    0.0525376   0.000118124   1.91765e-05   0.000801170
    0.0525770   0.000108635   1.51024e-05   0.000721740
    0.0527181   0.000140857   1.74610e-05   0.000723884
    0.0528205   0.000207428   2.43075e-05   0.000806382
    0.0528599   0.000136456   1.75211e-05   0.000726041
    0.0530025   0.000161331   1.94198e-05   0.000728210
    0.0531065   0.000222308   2.48957e-05   0.000811660
    0.0531459   0.000187592   2.01914e-05   0.000730393
    0.0532900   0.000254141   2.31392e-05   0.000732589
    0.0533956   0.000285268   2.83954e-05   0.000817007
    0.0534350   0.000274361   2.37720e-05   0.000734797
    0.0535807   0.000293630   2.44187e-05   0.000737019
    0.0536878   0.000403025   3.33017e-05   0.000822423
    0.0537272   0.000284504   2.36275e-05   0.000739255
    0.0538745   0.000335639   2.58188e-05   0.000741504
    0.0539833   0.000333642   2.98594e-05   0.000827910
    0.0540226   0.000381272   2.77465e-05   0.000743767
    0.0541716   0.000382034   2.80733e-05   0.000746043
    0.0542820   0.000355251   3.08244e-05   0.000833468
    0.0543213   0.000344651   2.62870e-05   0.000748333
    0.0544719   0.000405559   2.79713e-05   0.000750638
    0.0545841   0.000380675   3.17674e-05   0.000839100
    0.0546234   0.000377965   2.70240e-05   0.000752956
    0.0547757   0.000356673   2.62024e-05   0.000755289
    0.0548895   0.000366366   3.13135e-05   0.000844807
    0.0549288   0.000334553   2.53141e-05   0.000757636
    0.0550828   0.000305274   2.40003e-05   0.000759998
    0.0551984   0.000333675   2.93999e-05   0.000850591
    0.0552376   0.000322045   2.44359e-05   0.000762374
    0.0553934   0.000343799   2.52766e-05   0.000764765
    0.0555108   0.000250163   2.53503e-05   0.000856452
    0.0555500   0.000303753   2.28695e-05   0.000767172
    0.0557075   0.000304383   2.35178e-05   0.000769593
    0.0558267   0.000228901   2.40430e-05   0.000862392
    0.0558659   0.000236236   1.96781e-05   0.000772029
    0.0560252   0.000209247   1.88205e-05   0.000774481
    0.0561463   0.000157521   2.06992e-05   0.000868414
    0.0561854   0.000154651   1.59099e-05   0.000776949
    0.0563465   0.000153077   1.58246e-05   0.000779432
    0.0564695   0.000133145   1.83034e-05   0.000874518
    0.0565086   0.000110197   1.33256e-05   0.000781931
    0.0566715   0.000109212   1.30671e-05   0.000784445
    0.0567965   9.60953e-05   1.55835e-05   0.000880707
    0.0568355   9.09624e-05   1.18824e-05   0.000786977
    0.0570004   8.06920e-05   1.09683e-05   0.000789524
    0.0571273   8.52860e-05   1.46155e-05   0.000886982
    0.0571662   7.07113e-05   1.12341e-05   0.000792088
    0.0573330   7.30473e-05   1.09661e-05   0.000794668
    0.0574620   0.000101324   1.59829e-05   0.000893344
    0.0575008   8.07961e-05   1.09345e-05   0.000797265
    0.0576696   9.17054e-05   1.17919e-05   0.000799879
    0.0578006   0.000164915   1.98849e-05   0.000899796
    0.0578393   0.000119800   1.33250e-05   0.000802510
    0.0580101   0.000133983   1.39713e-05   0.000805158
    0.0581432   0.000123457   1.74403e-05   0.000906340
    0.0581819   0.000150353   1.45860e-05   0.000807824
    0.0583547   0.000172392   1.55559e-05   0.000810507
    0.0584899   0.000184280   2.19503e-05   0.000912977
    0.0585285   0.000235109   1.82430e-05   0.000813208
    0.0587034   0.000239190   1.81240e-05   0.000815927
    0.0588407   0.000233123   2.42597e-05   0.000919709
    0.0588793   0.000224545   1.76102e-05   0.000818664
    0.0590563   0.000256790   1.86781e-05   0.000821420
    0.0591958   0.000256532   2.53603e-05   0.000926539
    0.0592343   0.000309498   2.02294e-05   0.000824194
    0.0594134   0.000249711   1.78873e-05   0.000826986
    0.0595553   0.000215760   2.34414e-05   0.000933469
    0.0595936   0.000256951   1.80541e-05   0.000829797
    0.0597749   0.000227980   1.69102e-05   0.000832628
    0.0599191   0.000243489   2.46534e-05   0.000940499
    0.0599573   0.000258950   1.78559e-05   0.000835478
    0.0601409   0.000243646   1.73142e-05   0.000838347
    0.0602873   0.000202582   2.22879e-05   0.000947634
    0.0603255   0.000219904   1.64035e-05   0.000841235
    0.0605113   0.000189144   1.51915e-05   0.000844144
    0.0606602   0.000164872   2.05856e-05   0.000954875
    0.0606982   0.000185095   1.48390e-05   0.000847073
    0.0608863   0.000134581   1.27988e-05   0.000850021
    0.0610376   0.000130964   1.88874e-05   0.000962225
    0.0610756   0.000140955   1.30695e-05   0.000852991
    0.0612660   7.90715e-05   9.87243e-06   0.000855981
    0.0614198   9.95916e-05   1.61513e-05   0.000969685
    0.0614577   8.81399e-05   9.82907e-06   0.000858991
    0.0616505   4.94950e-05   7.72302e-06   0.000862023
    0.0618069   7.55766e-05   1.38143e-05   0.000977259
    0.0618446   6.85008e-05   8.72700e-06   0.000865076
    0.0620399   5.43285e-05   7.96479e-06   0.000868151
    0.0621988   0.000101460   1.60671e-05   0.000984948
    0.0622364   4.64162e-05   7.44024e-06   0.000871248
    0.0624341   5.74734e-05   8.07252e-06   0.000874366
    0.0625957   0.000101672   1.61007e-05   0.000992756
    0.0626331   8.21333e-05   9.38041e-06   0.000877507
    0.0628334   7.93392e-05   8.85702e-06   0.000880670
    0.0629977   0.000110267   1.69805e-05    0.00100069
    0.0630350   0.000102589   1.01816e-05   0.000883856
    0.0632379   0.000138899   1.18455e-05   0.000887065
    0.0634049   0.000125832   1.76539e-05    0.00100874
    0.0634421   0.000169136   1.30161e-05   0.000890297
    0.0636476   0.000161840   1.25835e-05   0.000893552
    0.0638175   0.000178260   2.14984e-05    0.00101692
    0.0638545   0.000172571   1.30532e-05   0.000896831
    0.0640626   0.000185911   1.32879e-05   0.000900134
    0.0642354   0.000160278   2.12569e-05    0.00102523
    0.0642722   0.000203582   1.41529e-05   0.000903462
    0.0644831   0.000187520   1.32861e-05   0.000906813
    0.0646588   0.000183399   2.33570e-05    0.00103367
    0.0646955   0.000185726   1.30758e-05   0.000910190
    0.0649092   0.000163991   1.22242e-05   0.000913592
    0.0650879   0.000118574   1.87502e-05    0.00104225
    0.0651243   0.000170660   1.22299e-05   0.000917019
    0.0653409   0.000154915   1.16195e-05   0.000920471
    0.0655227   0.000112691   1.82361e-05    0.00105097
    0.0655589   0.000139113   1.09373e-05   0.000923949
    0.0657784   0.000103469   9.38360e-06   0.000927454
    0.0659633   8.94000e-05   1.60787e-05    0.00105983
    0.0659994   8.42720e-05   8.44335e-06   0.000930985
    0.0662218   7.31305e-05   7.69428e-06   0.000934543
    0.0664099   6.70064e-05   1.41807e-05    0.00106883
    0.0664458   4.86565e-05   6.50391e-06   0.000938127
    0.0666712   4.09369e-05   5.90981e-06   0.000941740
    0.0668626   5.08910e-05   1.28341e-05    0.00107799
    0.0668982   3.74231e-05   5.87202e-06   0.000945379
    0.0671268   4.04880e-05   5.74642e-06   0.000949047
    0.0673215   5.43756e-05   1.33051e-05    0.00108729
    0.0673569   3.92406e-05   5.88902e-06   0.000952743
    0.0675886   4.39839e-05   5.81786e-06   0.000956468
    0.0677867   6.22474e-05   1.40438e-05    0.00109676
    0.0678219   6.56200e-05   7.03377e-06   0.000960222
    0.0680568   9.69683e-05   8.58752e-06   0.000964004
    0.0682584   0.000117819   1.85400e-05    0.00110639
    0.0682934   0.000104367   8.53330e-06   0.000967817
    0.0685316   0.000115162   9.10813e-06   0.000971660
    0.0687368   0.000124788   1.91731e-05    0.00111618
    0.0687715   0.000130752   9.57705e-06   0.000975533
    0.0690130   0.000121212   9.34921e-06   0.000979436
    0.0692218   0.000158292   2.11485e-05    0.00112614
    0.0692563   0.000133186   9.56532e-06   0.000983371
    0.0695013   0.000154210   1.01820e-05   0.000987337
    0.0697138   0.000136303   1.92908e-05    0.00113627
    0.0697480   0.000136934   9.80163e-06   0.000991335
    0.0699965   0.000120334   8.91130e-06   0.000995365
    0.0702128   9.48323e-05   1.64500e-05    0.00114658
    0.0702467   0.000102983   8.12951e-06   0.000999428
    0.0704988   8.54105e-05   7.59449e-06    0.00100352
    0.0707191   6.12090e-05   1.27749e-05    0.00115707
    0.0707526   6.19540e-05   6.44204e-06    0.00100765
    0.0710083   5.36318e-05   6.01347e-06    0.00101182
    0.0712326   4.57752e-05   1.13931e-05    0.00116775
    0.0712659   4.57531e-05   5.45389e-06    0.00101601
    0.0715253   3.98565e-05   5.25852e-06    0.00102024
    0.0717537   3.52346e-05   1.04049e-05    0.00117862
    0.0717866   2.78856e-05   4.36298e-06    0.00102451
    0.0720499   2.74960e-05   4.29138e-06    0.00102881
    0.0722825   4.81668e-05   1.21467e-05    0.00118969
    0.0723151   3.88606e-05   4.85291e-06    0.00103315
    0.0725822   4.59317e-05   5.14507e-06    0.00103753
    0.0728191   6.18463e-05   1.33886e-05    0.00120096
    0.0728513   6.07662e-05   6.00168e-06    0.00104194
    0.0731224   6.89431e-05   6.34981e-06    0.00104638
    0.0733637   9.85153e-05   1.65474e-05    0.00121244
    0.0733956   8.79794e-05   6.97962e-06    0.00105087
    0.0736708   7.93717e-05   6.58078e-06    0.00105540
    0.0739166   0.000101723   1.75861e-05    0.00122413
    0.0739480   9.91481e-05   7.31495e-06    0.00105996
    0.0742274   0.000102101   7.46222e-06    0.00106456
    0.0744778   9.20780e-05   1.73807e-05    0.00123604
    0.0745089   0.000101562   7.30245e-06    0.00106920
    0.0747925   0.000101310   7.32821e-06    0.00107388
    0.0750476   5.77205e-05   1.39450e-05    0.00124818
    0.0750783   8.54007e-05   6.61685e-06    0.00107861
    0.0753663   7.47459e-05   6.15604e-06    0.00108337
    0.0756262   5.19946e-05   1.26206e-05    0.00126055
    0.0756565   6.14108e-05   5.55921e-06    0.00108818
    0.0759490   4.26902e-05   4.82073e-06    0.00109303
    0.0762139   2.79097e-05   1.05156e-05    0.00127315
    0.0762437   3.69787e-05   4.31315e-06    0.00109792
    0.0765407   2.37130e-05   3.59940e-06    0.00110285
    0.0768107   2.37484e-05   9.24319e-06    0.00128600
    0.0768400   2.23956e-05   3.45243e-06    0.00110783
    0.0771417   2.30786e-05   3.29222e-06    0.00111285
    0.0774169   1.81970e-05   9.15324e-06    0.00129910
    0.0774458   3.51429e-05   4.11004e-06    0.00111792
    0.0777522   4.16613e-05   4.40732e-06    0.00112304
    0.0780328   8.25040e-05   1.53400e-05    0.00131246
    0.0780611   5.87868e-05   5.13754e-06    0.00112820
    0.0783725   5.90926e-05   5.12204e-06    0.00113340
    0.0786585   6.99582e-05   1.55097e-05    0.00132609
    0.0786864   6.28679e-05   5.28543e-06    0.00113866
    0.0790028   6.95228e-05   5.53910e-06    0.00114396
    0.0792944   7.21290e-05   1.56231e-05    0.00133999
    0.0793217   7.57568e-05   5.77164e-06    0.00114932
    0.0796432   6.94745e-05   5.32928e-06    0.00115472
    0.0799406   9.09825e-05   1.63264e-05    0.00135417
    0.0799674   6.20746e-05   5.01695e-06    0.00116017
    0.0802942   6.41603e-05   5.13995e-06    0.00116568
    0.0805975   2.92838e-05   1.03604e-05    0.00136864
    0.0806237   3.99965e-05   4.10734e-06    0.00117123
    0.0809558   3.76642e-05   4.02344e-06    0.00117684
    0.0812652   2.98769e-05   9.85510e-06    0.00138341
    0.0812908   1.97877e-05   2.95651e-06    0.00118250
    0.0816285   1.72492e-05   2.83682e-06    0.00118822
    0.0819441   1.45473e-05   7.04046e-06    0.00139849
    0.0819691   1.51789e-05   2.45569e-06    0.00119399
    0.0823124   1.97961e-05   2.96335e-06    0.00119981
    0.0826345   1.55678e-05   8.44832e-06    0.00141389
    0.0826587   3.88108e-05   3.79660e-06    0.00120569
    0.0830079   4.06677e-05   3.92951e-06    0.00121163
    0.0833365   5.11290e-05   1.26289e-05    0.00142961
    0.0833601   4.96899e-05   4.26226e-06    0.00121763
    0.0837153   5.51234e-05   4.41000e-06    0.00122369
    0.0840506   7.15679e-05   1.45794e-05    0.00144567
    0.0840735   5.82580e-05   4.45629e-06    0.00122980
    0.0844348   5.84875e-05   4.56488e-06    0.00123598
    0.0847771   5.60374e-05   1.34424e-05    0.00146208
    0.0847992   5.08996e-05   4.15743e-06    0.00124222
    0.0851668   5.03378e-05   4.10059e-06    0.00124852
    0.0855162   3.46299e-05   1.00021e-05    0.00147885
    0.0855376   3.72105e-05   3.51459e-06    0.00125488
    0.0859116   3.13014e-05   3.22312e-06    0.00126131
    0.0862683   1.19493e-05   6.57629e-06    0.00149599
    0.0862889   1.99979e-05   2.66782e-06    0.00126780
    0.0866695   2.02474e-05   2.55595e-06    0.00127436
    0.0870338   2.96798e-05   9.38985e-06    0.00151352
    0.0870535   1.61475e-05   2.34599e-06    0.00128099
    0.0874409   2.00888e-05   2.51278e-06    0.00128768
    0.0878129   3.22529e-05   9.72943e-06    0.00153144
    0.0878318   2.80836e-05   2.91727e-06    0.00129445
    0.0882262   3.57186e-05   3.22371e-06    0.00130128
    0.0886061   3.94537e-05   1.13114e-05    0.00154976
    0.0886241   4.24733e-05   3.48494e-06    0.00130819
    0.0890257   4.54464e-05   3.60188e-06    0.00131516
    0.0894139   4.57228e-05   1.24759e-05    0.00156851
    0.0894309   4.59404e-05   3.62514e-06    0.00132222
    0.0898398   3.73516e-05   3.24434e-06    0.00132934
    0.0902364   3.06293e-05   1.01034e-05    0.00158770
    0.0902525   3.08289e-05   2.87930e-06    0.00133655
    0.0906690   2.22199e-05   2.49536e-06    0.00134383
    0.0910743   2.77167e-05   9.24283e-06    0.00160733
    0.0910893   1.37056e-05   1.97760e-06    0.00135118
    0.0915136   1.46130e-05   2.01514e-06    0.00135862
    0.0919278   1.91173e-05   8.34698e-06    0.00162743
    0.0919418   1.27176e-05   1.89342e-06    0.00136614
    0.0923741   1.60924e-05   2.08191e-06    0.00137374
    0.0927975   2.19519e-05   8.79665e-06    0.00164802
    0.0928104   2.21058e-05   2.38700e-06    0.00138143
    0.0932509   3.45766e-05   2.98012e-06    0.00138920
    0.0936838   1.61425e-05   7.22092e-06    0.00166910
    0.0936956   2.96256e-05   2.75684e-06    0.00139705
    0.0941445   3.36843e-05   2.80349e-06    0.00140500
    0.0945872   3.27298e-05   1.03553e-05    0.00169070
    0.0945978   3.41860e-05   2.87660e-06    0.00141303
    0.0950554   3.58129e-05   2.89331e-06    0.00142116
    0.0955082   2.96129e-05   9.87547e-06    0.00171284
    0.0955175   2.10369e-05   2.23315e-06    0.00142937
    0.0959842   1.35980e-05   1.78231e-06    0.00143768
    0.0964473   9.87494e-06   5.70217e-06    0.00173553
    0.0964554   1.16810e-05   1.73867e-06    0.00144609
    0.0969312   9.59636e-06   1.62913e-06    0.00145459
    0.0974050   1.99267e-05   8.70049e-06    0.00175879
    0.0974118   9.11595e-06   1.51425e-06    0.00146319
    0.0978971   1.36036e-05   1.82550e-06    0.00147189
    0.0983820   3.34164e-05   1.10232e-05    0.00178266
    0.0983874   2.55824e-05   2.40282e-06    0.00148070
    0.0988825   2.43867e-05   2.29596e-06    0.00148961
    0.0993788   1.77340e-05   9.62406e-06    0.00180714
    0.0993827   2.63326e-05   2.32763e-06    0.00149862
    0.0998879   1.84693e-05   2.04787e-06    0.00150774
     0.100396   1.73794e-05   8.41146e-06    0.00183226
     0.100398   2.09588e-05   2.11924e-06    0.00151697
     0.100914   9.63931e-06   1.44001e-06    0.00152632
     0.101434   1.03114e-06   6.21545e-06    0.00185805
